2020-01-22,US,1,0,0
2020-01-23,US,1,0,0
2020-01-24,US,2,0,0
2020-01-25,US,2,0,0
2020-01-26,US,5,0,0
2020-01-27,US,5,0,0
2020-01-28,US,5,0,0
2020-01-29,US,5,0,0
2020-01-30,US,5,0,0
2020-01-31,US,7,0,0
2020-02-01,US,8,0,0
2020-02-02,US,8,0,0
2020-02-03,US,11,0,0
2020-02-04,US,11,0,0
2020-02-05,US,11,0,0
2020-02-06,US,11,0,0
2020-02-07,US,11,0,0
2020-02-08,US,11,0,0
2020-02-09,US,11,3,0
2020-02-10,US,11,3,0
2020-02-11,US,12,3,0
2020-02-12,US,12,3,0
2020-02-13,US,13,3,0
2020-02-14,US,13,3,0
2020-02-15,US,13,3,0
2020-02-16,US,13,3,0
2020-02-17,US,13,3,0
2020-02-18,US,13,3,0
2020-02-19,US,13,3,0
2020-02-20,US,13,3,0
2020-02-21,US,15,5,0
2020-02-22,US,15,5,0
2020-02-23,US,15,5,0
2020-02-24,US,51,5,0
2020-02-25,US,51,6,0
2020-02-26,US,57,6,0
2020-02-27,US,58,6,0
2020-02-28,US,60,7,0
2020-02-29,US,68,7,1
2020-03-01,US,74,7,1
2020-03-02,US,98,7,6
2020-03-03,US,118,7,7
2020-03-04,US,149,7,11
2020-03-05,US,217,7,12
2020-03-06,US,262,7,14
2020-03-07,US,402,7,17
2020-03-08,US,518,7,21
2020-03-09,US,583,7,22
2020-03-10,US,959,8,28
2020-03-11,US,1281,8,36
2020-03-12,US,1663,12,40
2020-03-13,US,2179,12,47
2020-03-14,US,2727,12,54
2020-03-15,US,3499,12,63
2020-03-16,US,4632,17,85
2020-03-17,US,6421,17,108
2020-03-18,US,7783,105,118
2020-03-19,US,13677,121,200
2020-03-20,US,19100,147,244
2020-03-21,US,25489,176,307
2020-03-22,US,33276,178,417
2020-03-23,US,43847,178,557
2020-03-24,US,53740,348,706
2020-03-25,US,65778,361,942
2020-03-26,US,83836,681,1209
2020-03-27,US,101657,869,1581
2020-03-28,US,121478,1072,2026
2020-03-29,US,140886,2665,2467
2020-03-30,US,161807,5644,2978
2020-03-31,US,188172,7024,3873
2020-04-01,US,213372,8474,4757
2020-04-02,US,243453,9001,5926
